wallet,score,n_deposit,n_borrow,n_repay,n_liquid,amt_deposit,amt_borrow,amt_repay,active_days,borrow_to_deposit_ratio,repayment_ratio,liquidation_rate
0x01299d506f8bbb51eb94f6912c96a0c61ce9d1c1,1000,1,0,0,0,1131278309620.8362,0.0,0.0,1,0.0,0.0,0.0
0x0129ba41a907ac27f7683d291576f2e74362c421,1000,11,3,1,0,1653709039896348.2,596687881969438.5,90.806544007121,67,0.36081793566710957,1.5218432743665445e-13,0.0
0x0129feef1eadb4e77e2d3de7bc352e3050bb306a,1000,1,0,0,0,191031244129.77643,0.0,0.0,1,0.0,0.0,0.0
0x012a5020505f00adb2ba6d4a447951d497a35a7a,1000,1,0,0,0,1565540966734.7144,0.0,0.0,1,0.0,0.0,0.0
0x012c597fca480b9766d52e4c1e5d4c0940982abe,1000,1,1,1,0,4091955023520004.5,698.5720059500007,698.5720059500007,1,1.7071839791363861e-13,0.9985705545798077,0.0
0x012ced3e78c1a70e156537e580f6fed3954b2e84,1000,19,8,6,0,964452437066030.8,12635560678376.902,9422656951136.924,94,0.013101279226185212,0.745725274166984,0.0
0x012d85c98a50cc2340e39668b6770e4fcb71342e,1000,1,0,0,0,1001.0548486833263,0.0,0.0,1,0.0,0.0,0.0
0x012da78f4ff0bb8cf0b017bbc5e9ac19ae5cfaa4,1000,1,0,0,0,270521373894266.3,0.0,0.0,1,0.0,0.0,0.0
0x012e168acb9fdc90a4ed9fd6ca2834d9bf5b579e,1000,4,1,0,0,5778459252690378.0,3231675264790112.5,0.0,43,0.5592624475608242,0.0,0.0
0x012f15e260f6275bc8e62be475adb07549765e70,1000,1,1,1,0,5807668478536949.0,2300189266360003.0,2300189266360003.0,1,0.3960607040261809,0.9999999999999996,0.0
0x012f638dab4959ebadf779a6e775111893d7d922,701,1,0,0,0,0.01363186644012902,0.0,0.0,1,0.0,0.0,0.0
0x012fefa16a3baad884834385a0988378852d00bc,1000,2,1,0,4,33825675014717.688,11.279165583055871,0.0,50,3.3344982999298396e-13,0.0,2.0
0x01301d186d9e2c3a4091ca1ed95c3719b437c7c7,1000,4,0,0,0,271703716858275.88,0.0,0.0,112,0.0,0.0,0.0
0x01309200a32bb6b968aaf4ba20367d091fc7adbb,1000,31,28,0,0,7.327157169736218e+16,5.607941138431205e+16,0.0,73,0.7653638387332552,0.0,0.0
0x0130b68a18a612892374e1eefbb0697a291215f1,1000,4,5,4,0,7584928096789063.0,249195453329709.78,251438017080905.16,43,0.032854029748179414,1.0089992161623722,0.0
0x0130d50430776e5f0f7517f6bfa9650fc712b879,1000,3,0,0,0,3244070667683.098,0.0,0.0,36,0.0,0.0,0.0
0x01319c79cf53aeb6dfa2bf5ddc8a124527016695,1000,2,1,0,0,740773273028977.2,108861646088108.45,0.0,1,0.1469567680850304,0.0,0.0
0x0132251adf6116fd0272d23aff8ba0dd9dbbf1d2,1000,1,0,0,0,1250.596594500003,0.0,0.0,1,0.0,0.0,0.0
0x0132749dd84ea8a0b242ff61f97ff40f96035df3,1000,2,3,2,0,162448791424479.62,65.64845177567749,65.77047502145597,61,4.041178219918996e-13,0.9868267494468352,0.0
0x013274aa75bbc3bd7acff906e564edbbb50dce08,1000,10,6,6,0,1.1741850188942804e+16,459964.9044197196,459964.9044197196,23,3.9173119825090634e-11,0.9999978259258123,0.0
0x0133982c25a8211e1e62d95760999c4b825025fb,1000,1,0,0,0,21867926834.98343,0.0,0.0,1,0.0,0.0,0.0
0x0133a483873163fc5bc916de39abec8baf85657c,1000,9,5,0,0,95024513741346.58,29695160544280.266,0.0,1,0.31250000000114864,0.0,0.0
0x0133b67aec5d8a3959840385ff6f5aba4f85f894,853,2,0,0,0,1.8822140040151591,0.0,0.0,91,0.0,0.0,0.0
0x0134600e06c4176fd44a5557d124f5d684e75b28,1000,1,0,0,0,10364.849940202557,0.0,0.0,1,0.0,0.0,0.0
0x01351f573a99ff5cc633f4ee580347974ff8b59c,737,1,0,0,0,1.1039158183900004,0.0,0.0,1,0.0,0.0,0.0
0x0135249c1897454959da69ac1481df6c1d4023a8,1000,25,22,12,0,1.6941254137081256e+16,11123.217974775825,4808.974259900071,106,6.565758287297733e-13,0.4322977373155061,0.0
0x013618ba67d882af8df870d8704e4d317b710dda,737,1,0,0,0,1.0799665772662739,0.0,0.0,1,0.0,0.0,0.0
0x01361dec98b8d86a584afd90a7c7c3ca0d908539,1000,10,7,3,0,5034917041252374.0,4045694476816004.0,4017511628684043.0,1,0.8035275345489479,0.9930338664243025,0.0
0x0136f37e3373f91e6fc2d2ac76f0d01701754fcd,1000,2,2,2,0,927836386081412.8,184603295663525.75,198.26440111849718,12,0.19896104359861522,1.0740025003663547e-12,0.0
0x0137973eccabc8f684a7494156d25447ab5747f5,1000,1,0,0,0,24761469788544.758,0.0,0.0,1,0.0,0.0,0.0
0x0138ea4b8ed7e678cabb76a207a968269dda63e4,735,1,0,0,0,1.0295097415441514,0.0,0.0,1,0.0,0.0,0.0
0x01393a2f8cf06fb5335bf03acb0a4ffa958b5f46,1000,1,1,0,0,42686596304.520065,5012977317.500008,0.0,1,0.11743680104219856,0.0,0.0
0x01397d68308d2a94865ffe0f84d26e94b6df1234,0,1,1,2,0,2382.2322489089306,9503999766880.004,10942868325525.393,14,3987861347.2233086,1.1513961062644884,0.0
0x0139ba48945d51628c79f6cd927a2d42107aa8ea,1000,1,0,0,0,996647533224.4043,0.0,0.0,1,0.0,0.0,0.0
0x013a451f558aa0e0ac50b6199ba0e2f6b710369e,1000,18,7,4,0,2269163855700235.5,488521618165001.06,9605.731545334611,33,0.21528706132781636,1.9662858690708337e-11,0.0
0x013b81ad989b9009f4dab4c804c6007882f9a190,1000,26,8,8,0,8.953594283651621e+16,1.1838583635014028e+16,14035.953486531826,46,0.13222157783751842,1.1856108736706318e-12,0.0
0x013bbe7e89333bb26c0959f547adcd77f54ffa80,1000,72,18,14,0,3.6751348665175866e+17,5.517109662677652e+16,3.040189884757707e+16,82,0.15011992384120174,0.5510475721235154,0.0
0x013bfceb441762268b2894837c8c1e3774ca4efe,1000,2,0,0,0,2894663215705.8633,0.0,0.0,1,0.0,0.0,0.0
0x013c270b6c893ed986ff69eef37ca5a1c1e59dff,1000,10,8,3,0,44860891923388.016,43.00785449843244,10.553104295323777,86,9.586937007823854e-13,0.2398004723384022,0.0
0x013c8b849edb8efc9a689854b7bc75f2dd1ccfff,1000,4,1,1,0,218117657984674.7,28.00408564476706,28.00140395771168,16,1.2838981448597135e-13,0.9654296398329563,0.0
0x013c8fa48e3f11afb5ab1bcb35f2484b299d7136,1000,1,0,0,0,26584470397.483185,0.0,0.0,1,0.0,0.0,0.0
0x013da16ead9075d66102ef98c23432a3af815b20,1000,1,1,0,0,807439694053200.4,403719864882247.2,0.0,1,0.5000000221139073,0.0,0.0
0x013daec37205c9cb2a3d6bd1f0ca52eccd2bb044,1000,1,0,0,0,1020004296550.542,0.0,0.0,1,0.0,0.0,0.0
0x013e074822e7776516a0c69dce430ec1fdb26c0d,1000,19,1,1,0,2142786274469506.2,1604779392861775.0,1597477239807695.8,44,0.7489218182803008,0.9954497464968949,0.0
0x013e0a9ac418ca71de2b3b8ae7b67fbd13f2ab4a,1000,1,1,0,0,113027751001.17665,45211100400.470665,0.0,1,0.3999999999964611,0.0,0.0
0x013e68b23bc846a8b7792dd238ba9d387efe3392,1000,1,0,0,0,418650208976553.9,0.0,0.0,1,0.0,0.0,0.0
0x013eeca1e8f5e2ff4de43289cf2e87601bdeb2b3,1000,1,0,0,0,54013308186155.18,0.0,0.0,1,0.0,0.0,0.0
0x013f0bc2b50373e02246a997f4c2cbdc869eea40,1000,1,0,0,0,1518774830.3748498,0.0,0.0,1,0.0,0.0,0.0
0x0140034d523f45a7690404fd2b5d0b6dc2a1c9fe,737,1,0,0,0,1.1090375174373455,0.0,0.0,1,0.0,0.0,0.0
0x0140c762c812c087e5b63d1f36022cf349628d45,1000,18,6,0,0,1903731575059.9478,746085338884.5004,0.0,91,0.391906794349731,0.0,0.0
0x0140e9513def4729d7f7b6a5356ce6c84d7ae75b,1000,6,1,2,0,2225604243857548.5,252.1492068083973,243.79993901122688,9,1.1329471872832041e-13,0.9630681529085466,0.0
0x01412c35980761a198995cb985d34fb56e93fe21,1000,1,0,0,0,25075670500.71748,0.0,0.0,1,0.0,0.0,0.0
0x01417e59b64efc0c8727a31f1fbba7c6536307a3,1000,18,0,0,0,1.3731494383360584e+16,0.0,0.0,112,0.0,0.0,0.0
0x01418a07f6e69b08735b717cd6c86fdd8a5ce1a2,1000,2,0,0,0,8682558497628539.0,0.0,0.0,2,0.0,0.0,0.0
0x0141a8d6993a6f4106c4f043ef299ba540ae81ef,1000,1,0,0,0,97647058852424.0,0.0,0.0,1,0.0,0.0,0.0
0x0142bfdf3d08eb9cca160c04e9240d7f9631f2b0,1000,23,44,54,0,1.9459209056559104e+16,1.3312195606883262e+16,9721951700821942.0,46,0.6841077439576676,0.7303041502631666,0.0
0x014338c7a0342dfc4f90ba2313a782011c8b85e6,700,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0
0x0143bd780dab8a7302141c3fdb8ebade1fb56f92,1000,12,5,4,0,540922227707465.8,250949825615482.16,253128621915130.53,66,0.46392958684477825,1.0086821988989378,0.0
0x01445326f7023b6c69eeb0eccbbac6797af3e76c,1000,66,54,41,0,3.664756276137382e+16,891812592028611.9,28652.883776080707,54,0.02433484043224216,3.2128817233790986e-11,0.0
0x0144c47df1cc4d52ff115f758918dc42a9db48aa,1000,103,49,55,0,7075446253450575.0,479162840320350.56,479698852954927.3,124,0.0677219249721063,1.0011186439963027,0.0
0x014607f2d6477badd9d74bf2c5d6356e29a9b957,972,3,2,2,0,14.913646017684638,2.0011879464820934,2.0011879464820934,1,0.12575295091132466,0.6667986084736308,0.0
0x0146a22337780c55e9d2af2f39139a6174fb828f,1000,6,3,2,0,6960536286247026.0,3538947545424323.0,2782499689912854.5,3,0.5084302990297962,0.7862506166587528,0.0
0x0146ef29dc977ea95328d9901a3c686e43b70953,1000,1,1,0,0,111918143764.73717,27419945225.254704,0.0,1,0.24500000002366995,0.0,0.0
0x01485557c2bc6e26c7187ff4cc38d5d9474405d4,1000,6,3,4,0,792433867349.3696,3046.2124729774027,3028.0888195600837,41,3.844122012557218e-09,0.9937242139867478,0.0
0x01485be0b99f0c1949b6c4f1f70affdc39acb154,733,1,0,0,0,0.9473175091519644,0.0,0.0,1,0.0,0.0,0.0
0x014930c2d8878759763f3ac2a492ff94073fd80f,1000,12,3,3,0,6447435454646176.0,4780.772384981543,4799.208443625581,19,7.414998441801233e-13,1.0036463589732545,0.0
0x0149cf3e60f83fda5da971cf9006f74ed9fe04a3,1000,3,0,0,0,29804490373075.29,0.0,0.0,25,0.0,0.0,0.0
0x0149e057c5cf8e330fa5df824ad3c086ffc1cca9,758,2,0,0,0,2.1884410308851727,0.0,0.0,1,0.0,0.0,0.0
0x014b0094e8c926067eff9bcf7f28608d80cb3694,857,2,0,0,0,2.138775939128904,0.0,0.0,5,0.0,0.0,0.0
0x014b8a67819d904922a2cacb104ae1baca6033a8,1000,1,0,0,0,996.7211066167848,0.0,0.0,1,0.0,0.0,0.0
0x014bcbc7ab0eaa72688b91fc2063c50a0a38342e,1000,1,1,0,0,299546239413.5743,0.050240625839302194,0.0,1,1.6772243890456185e-13,0.0,0.0
0x014cca5a65e31b8eec52bf4210f7ea09bf9c9016,1000,1,0,0,0,50044274.08218871,0.0,0.0,1,0.0,0.0,0.0
0x014d3a4e098ea342fffdacfebf63c464ce4a5d15,737,1,0,0,0,1.1072536848753969,0.0,0.0,1,0.0,0.0,0.0
0x014d82ea060ff731f208579c978d546b8f692f9e,700,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0
0x014d8a9260da47dcf00113bd34482cceac881a9d,1000,4,2,0,0,338672356334846.94,74122410465275.06,0.0,3,0.21886170831134996,0.0,0.0
0x014dad29178cd0a6bdf32a908c918706e170f1e0,1000,1,0,0,0,61571258964917.805,0.0,0.0,1,0.0,0.0,0.0
0x014e084765a334829a6056eed7dc9df1cc89f08d,1000,1,0,0,0,1192589775032.8687,0.0,0.0,1,0.0,0.0,0.0
0x014ea07861052dfec9fc3416271d0981a4eb0448,1000,1,0,0,0,1026157532892.4052,0.0,0.0,1,0.0,0.0,0.0
0x014f18e2c4cfda68eb2992c1820cf32fe7a6326e,735,1,0,0,0,1.0174541705676015,0.0,0.0,1,0.0,0.0,0.0
0x014f65b7b97d2014c8a4f1dcb693d4a4fedf87cd,700,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0
0x014faf79e95bddd971d309baf891fc064e86f4ba,1000,1,0,0,0,161165621950.25894,0.0,0.0,1,0.0,0.0,0.0
0x0150947ebaa7c4f68efb2d1cd68af3cfa6424a0e,700,1,0,0,0,9.770896931992205e-05,0.0,0.0,1,0.0,0.0,0.0
0x0151fec7c3cb6b151cb9b34bf5cbaa685fae769c,1000,1,0,0,0,147205759630.72305,0.0,0.0,1,0.0,0.0,0.0
0x01520618c0509a2b2b54ff1319fa4c6d8a8e3581,735,1,0,0,0,1.0155470126415378,0.0,0.0,1,0.0,0.0,0.0
0x0152667429adfd3ecd2dd6c3d3cfc1e669e67309,1000,8,10,3,0,9337357197362890.0,1616569657911047.0,8630.045714276832,13,0.17312925100130125,5.338492945258349e-12,0.0
0x015281aaee9460e5948a609355f2599464eadf4f,1000,1,0,0,0,12029734691.943127,0.0,0.0,1,0.0,0.0,0.0
0x01531c1ff589c8ae0779562b1fa9095cdb78e084,1000,3,0,0,0,3354418649105.71,0.0,0.0,10,0.0,0.0,0.0
0x01532c3f785c5218b5595b0e13e3b20b6d501924,1000,6,2,0,0,30014648546117.39,11643673954388.947,0.0,1,0.3879330433104389,0.0,0.0
0x01537ea80bf6c1d2779226fc1acfe93107f8b063,1000,2,0,0,0,1198949116981.3389,0.0,0.0,29,0.0,0.0,0.0
0x015434c7b541466ed441688a8dafcd26b85ff9d1,1000,2,0,0,0,11546999450780.225,0.0,0.0,1,0.0,0.0,0.0
0x0154d25120ed20a516fe43991702e7463c5a6f6e,1000,2,0,0,0,4.6803400000003565e+17,0.0,0.0,64,0.0,0.0,0.0
0x01552561469172eb5910ac83b35f96c92bac63d0,1000,8,2,1,0,1.4226712794060146e+16,1.137047945243826e+16,1.140472807800496e+16,7,0.7992344835403997,1.0030120652088559,0.0
0x01556c82b199759193e21b386b88e3b5e840cc51,1000,2,0,0,0,2156136707053.0105,0.0,0.0,8,0.0,0.0,0.0
0x0155d9e1e729fac583413952d6c4040c8d385584,1000,1,0,0,0,1158216299357.4678,0.0,0.0,1,0.0,0.0,0.0
0x015644fd4f3a0fcef6cc22e25e846a6481777303,1000,2,0,0,0,9896342011.517317,0.0,0.0,7,0.0,0.0,0.0
0x0156f97eb31a8fd1bd26b19741256e77dca29305,1000,3,0,0,0,1071515094010486.6,0.0,0.0,15,0.0,0.0,0.0
0x01582c71b2bacb5b6db18c9d8aee84e8be032415,704,1,0,0,0,0.09016403728732367,0.0,0.0,1,0.0,0.0,0.0
0x0158e476ea323e78ef35ae5b490c26bcf0eb15ae,737,1,0,0,0,1.0832008974371772,0.0,0.0,1,0.0,0.0,0.0
0x0158f2bc31131a627cb41b44e7ec4c8a7dbe0613,1000,2,1,1,0,49377322821238.945,56197907768879.875,56197907768879.875,3,1.1381319309743139,0.9999999999999822,0.0
0x015ac33ae866f442ee65b6e0f658132d30e3c673,1000,1,0,0,0,513718528824246.5,0.0,0.0,1,0.0,0.0,0.0
0x015b0bb1bfad0437647e74776a7d649d2e3adebb,1000,1,1,1,0,1628225579700001.0,744.3424624437994,744.3424624437994,1,4.571494710093815e-13,0.9986583348589569,0.0
0x015befb758090caf23caf09dcdc107426bb1f07b,1000,6,3,3,0,4974.48524001945,1954.6110356439915,1954.6125637002094,1,0.39284832360116706,0.999489432241083,0.0
0x015c03bc4c9aa817a6a6759552b809ff54890f19,735,1,0,0,0,1.011340297665332,0.0,0.0,1,0.0,0.0,0.0
0x015c78dd45b469a2ae94c93b426d283c2ee42849,1000,1,1,0,0,29744610480.0001,4957435080.000016,0.0,1,0.1666666666610634,0.0,0.0
0x015c7e4760e69bc13fb5cc0df66f0a3375d300ec,737,1,0,0,0,1.1088535890870475,0.0,0.0,1,0.0,0.0,0.0
0x015fc0f9a30b6353b6ea191d7c4ba6c8aade92d7,1000,1,1,0,0,11365237938.343967,5682618957.804215,0.0,1,0.49999999895578356,0.0,0.0
0x015fe88d0d4787574aaf5af64726252484365338,1000,4,2,2,3,29691549301604.266,5820564656727.966,4467060229437.901,32,0.1960343866735603,0.7674616627226498,1.0
0x016005883a46adc829445c752df6e957dec2c7fa,1000,1,0,0,0,1121730156774.264,0.0,0.0,1,0.0,0.0,0.0
0x0160afff7a7a824429a8202995d03239d2d418fa,1000,93,57,26,0,4.7347610223774195e+17,1.5487703930207346e+16,7418393665151967.0,69,0.03271063493386337,0.4789860200441377,0.0
0x01615d8d53eb9aafcda15853286fdf8259368a68,900,0,0,1,0,0.0,0.0,7792634520060003.0,1,0.0,7792634520060003.0,0.0
0x0161cd3a424b77adbc9f73d55dffaa1325ca9e4e,1000,3,2,1,0,1.6008781305150862e+16,11758.680547322274,11734.740668391096,1,7.345144095096664e-13,0.9978792043856279,0.0
0x0161d1cc10116bb2a073a0c293d5e4f1a97a00b6,1000,2,0,0,0,51239442860279.67,0.0,0.0,95,0.0,0.0,0.0
0x0161e9ea4f3aa829dd8721545c9d024ea4500258,1000,1,1,0,0,62492313765.064156,4990010930.433909,0.0,1,0.0798499948187818,0.0,0.0
0x01623c98f9651095d600f2ecb45dfa1072fc9589,1000,1,1,0,0,11414944394.995674,2282988878.999135,0.0,1,0.19999999998247914,0.0,0.0
0x01663114bff8c87677c61a4a20e62339cb15e58d,1000,23,6,3,0,1669481482982067.0,1164308991996258.8,118095144881136.02,64,0.6974075507064277,0.10142938489090994,0.0
0x0166e394c5d12205464c2c6b3073abb04ebdfd3f,1000,14,10,1,0,5.937816824125746e+17,2.1856002717804406e+17,1.5475133573210448e+17,13,0.3680814576327449,0.7080495812989649,0.0
0x0167767e7ffabd6e9fe1f958535bf296622d4b21,1000,42,19,3,0,3.320749267629608e+16,1.2039450960754034e+16,26025.27586034434,119,0.36255224319744994,2.1616663372093146e-12,0.0
0x0167d3c422cc3a856f1f7cb750e75a8e5d7c9c5b,1000,1,0,0,0,27305401469.91724,0.0,0.0,1,0.0,0.0,0.0
0x01680c4acff13811644c8ccb03227bd47d3fc208,1000,1,1,0,0,15854237614.713926,0.0022509558575093108,0.0,1,1.4197818350333516e-13,0.0,0.0
0x0168459886bd2aa322c18ed0b209887095afcacb,1000,4,1,14,0,3038487868225709.0,2983279381845005.0,3089640560092572.0,49,0.9818302758559496,1.0356524363406376,0.0
0x0168ac98f0afa2df297e4d06c2c5187fc27b5689,1000,1,0,0,0,162936362160.8802,0.0,0.0,1,0.0,0.0,0.0
0x0168c572ebc7861f99733d04187609067cb0fcfb,1000,1,0,0,0,1544288399143.2905,0.0,0.0,1,0.0,0.0,0.0
0x016948e86c3338bb0125ea7889e19b45c5357f26,1000,1,0,0,0,11411119068.000023,0.0,0.0,1,0.0,0.0,0.0
0x016956ddbb3c7ad592283cb58cb9a6725bd847bf,1000,2,0,0,0,2035050958080.458,0.0,0.0,5,0.0,0.0,0.0
0x0169a86594f9de15b8add8d9250913848cbf17a6,1000,2,0,0,0,2226129727292.424,0.0,0.0,7,0.0,0.0,0.0
0x016a12805434a815a943c7c7251a483561d63fa3,701,1,0,0,0,0.011883860088766482,0.0,0.0,1,0.0,0.0,0.0
0x016a1d022dbdf905526cf9e880c5e43eb13793af,1000,1,0,0,0,158747468018983.22,0.0,0.0,1,0.0,0.0,0.0
0x016a42b47b051be2946a35fb72774e00a7b8e820,1000,25,9,5,0,3058901392173063.5,2007383383942771.2,1008377774833476.8,65,0.6562432476833496,0.502334423458705,0.0
0x016a5af54b2a9832ce8a594d3fc5af64ebd386f7,1000,1,1,0,0,105920063676049.03,14964338684518.55,0.0,1,0.14127954766233955,0.0,0.0
0x016a6738cdf51365f2f5e30c82931553e0a93262,1000,25,7,1,0,215283356345266.22,30235926993524.652,25.88835227662537,59,0.14044711819260597,8.562116280466209e-13,0.0
0x016d10f16e862eea0be1fdeb1dbba0bbd7f44078,1000,18,6,2,0,310799021922418.5,234914078769758.25,160724304353283.75,34,0.7558391828800434,0.6841833626787888,0.0
0x016d435511a27e309b599e2786429641843ce782,1000,6,0,0,0,12668352116425.572,0.0,0.0,2,0.0,0.0,0.0
0x016d4da7c7cd614cd50149a373873ff090b9782e,1000,1,1,0,0,22730475876.687935,11365237938.343967,0.0,1,0.4999999999780031,0.0,0.0
0x016e9e2497544790d71411911b187cbd26b43458,1000,4,2,0,0,223836289.5465147,8640530.09849025,0.0,23,0.038602007196391994,0.0,0.0
0x016ee55de225b15958c5b2f2cdd8c554621d2639,1000,2,0,0,0,28490342955477.44,0.0,0.0,24,0.0,0.0,0.0
0x016f6d3391e9a13928505ec4e6dfa9778e5b5ec7,1000,1,0,0,0,1021323906304.9271,0.0,0.0,1,0.0,0.0,0.0
0x016fa60107319e33386641ae9002ea59706379d5,1000,70,0,0,0,260661922.64718893,0.0,0.0,22,0.0,0.0,0.0
0x01700929e82848e2ee72fefd6420080e1625607c,1000,1,0,0,0,2141327338531719.5,0.0,0.0,1,0.0,0.0,0.0
0x01708df7ee281fe5a8bf6a967b4fd8df8623e98b,1000,18,15,8,0,75065586401374.98,23278.38269177235,23426.558738949836,35,3.1010725164128803e-10,1.0063221627964174,0.0
0x0170a247571e889d011327477b751f2e42c5baa4,1000,1,1,0,0,1426389637.3356588,92715326.45656374,0.0,1,0.0649999999752844,0.0,0.0
0x0170de25446302e7ff2e3093c6b77350dfd2b643,1000,2,1,1,0,14597481649062.371,0.9607836475481166,0.9607836475481166,1,6.581845215813401e-14,0.48999982672720627,0.0
0x01712ca1676c850698bd52ed3973d5cdca71fa67,1000,1,0,0,0,1883451559732.4617,0.0,0.0,68,0.0,0.0,0.0
0x017154d1f2c228765c494da30c018fa48a09e1ad,790,1,0,0,0,5.053074836147247,0.0,0.0,1,0.0,0.0,0.0
0x017184a0829a54746706654e86eb7a6c5cafbf90,1000,5,3,3,0,384934059164986.4,33804049650175.59,105.20384079708765,13,0.08781776734307309,3.112166793203668e-12,0.0
0x01718c9eb7984abc907e5fd40f56cdab4ed5b0b2,1000,1,0,0,0,3848873014010.396,0.0,0.0,1,0.0,0.0,0.0
0x0171ed588582d1df472015623dcb426d0a1de431,1000,9,9,5,0,3.6443168664800136e+16,20405.16510093975,16714.31648377321,67,5.599174234442673e-13,0.819081704038721,0.0
0x01722733d6b93f5bffa318615a2dcf9bc2a07cc2,737,1,0,0,0,1.0939297118855962,0.0,0.0,1,0.0,0.0,0.0
0x017252042524df387a7ed994d41d7bde44f4670a,1000,2,0,0,0,4235820781910.1826,0.0,0.0,10,0.0,0.0,0.0
0x0172e05392aba65366c4dbbb70d958bbf43304e4,1000,2,0,0,0,49840988.70415108,0.0,0.0,89,0.0,0.0,0.0
0x0173438096718b70015e2914e7773546851fdaff,1000,72,0,0,0,260540491.7902998,0.0,0.0,22,0.0,0.0,0.0
0x017388b16dd5fea1af29059b7eb34849b0eb8dbc,1000,1,0,0,0,243350572041441.12,0.0,0.0,1,0.0,0.0,0.0
0x0173c24b53a892387b4a23ed706cbf9197f293fe,1000,2,0,0,0,10027345244.54364,0.0,0.0,1,0.0,0.0,0.0
0x017423feb0aebc5f4f80496d2eb20e4498aec1df,1000,1,0,0,0,100163894656.26236,0.0,0.0,1,0.0,0.0,0.0
0x01750c374d9fae78ca0dd39a0f4f0f4fec06181c,1000,13,5,5,0,4591837276654448.0,1755651805696196.5,1750168458796270.5,22,0.3823419036694046,0.996876745786302,0.0
0x017529cc3b9c5d967f303221d023ceb6253dc7f3,1000,1,0,0,0,218837241501.01147,0.0,0.0,1,0.0,0.0,0.0
0x017583e73bfcdd8a7fe7bfd87f5174fa34c81a5e,1000,1,0,0,0,1501375449138.1223,0.0,0.0,1,0.0,0.0,0.0
0x0175b32dfc64088fe25f8a4d6291caa7ef5b909d,1000,1,1,0,0,1130277510011.7666,226055502002.3533,0.0,1,0.19999999999982304,0.0,0.0
0x0175c38d00a114bd29fbcaf832e7b1a21033644c,1000,20,6,2,1,5.799965456021996e+16,109935.80537943936,6820.252475514701,98,1.8954562094037143e-12,0.062037935812079184,0.14285714285714285
0x01765501cdd20d174c1a6fd195c2e986135b6975,1000,1,0,0,0,12759067353.368065,0.0,0.0,1,0.0,0.0,0.0
0x0176b54c3989fa5b7bf27d0e5f1cc3d4ad56b044,701,1,0,0,0,0.012746645024139906,0.0,0.0,1,0.0,0.0,0.0
0x0176e840a1d7df604172fce139bb0a0e99834165,1000,3,0,0,0,1034423963199.9723,0.0,0.0,7,0.0,0.0,0.0
0x017715b9a71dabed2ddae0bbbb6b0896509c8212,1000,2,2,0,0,1663203453580386.8,1201.0387608968115,0.0,12,7.221237776480853e-13,0.0,0.0
0x01771a278c3fab69735aaeb38872469489e7716d,1000,5,5,4,0,515633559251005.5,482439846810971.6,484141368353468.44,10,0.9356253838709586,1.0035269092172696,0.0
0x01772e50f13f21e6a278e692423c4d514837f9de,700,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0
0x01776c66ab49f137fd061e18d1611a8aa769b19d,720,1,0,0,0,0.4893934829323151,0.0,0.0,1,0.0,0.0,0.0
0x01778ac80ba7740bd13dc4936fa746c7a0770d9c,738,1,0,0,0,1.1534503816611006,0.0,0.0,1,0.0,0.0,0.0
0x0178217e241aa00787461cf044c69e8292c3863e,1000,2,0,0,0,1305.8883864980219,0.0,0.0,2,0.0,0.0,0.0
0x01784fd2a696eec23f901b9a5d9762d5e8d10af3,1000,47,35,12,0,3.318754196380864e+17,2.1420518219480243e+17,207160.08689568017,120,0.6454385275908514,9.671105282004086e-13,0.0
0x0178e892ccb5ab71c7b1727fe7e50f317b0494b1,1000,116,95,28,0,6.737609747434661e+17,1.7238088179979872e+17,8.748283955846035e+16,56,0.25584871825714245,0.5074973433542472,0.0
0x01793c678e14c7158405158cb209b83fb2c09b41,1000,2,0,0,0,2916636645711.1333,0.0,0.0,1,0.0,0.0,0.0
0x0179c150e32d7054be23107b97ff8e2ae7c346d7,1000,1,0,0,0,10094.806082839685,0.0,0.0,1,0.0,0.0,0.0
0x0179e2f40016671fe0326ef241d0178ffbbe9e94,1000,9,5,0,0,1.1084627492165288e+17,2.1570794542135876e+16,0.0,49,0.19460098733477785,0.0,0.0
0x0179f665e46e456954f00d5475b306e613a9fcdb,1000,2,0,0,0,2.2993952926499624e+16,0.0,0.0,4,0.0,0.0,0.0
0x017af4481e13023209f6c15f6cfdefff3c695534,1000,7,12,0,0,3.599777453200036e+16,20273.620631965412,0.0,45,5.631909443163799e-13,0.0,0.0
0x017b176e25cf8685d25f085a8331fec5352a58ec,752,1,0,0,0,1.8516512691304576,0.0,0.0,1,0.0,0.0,0.0
0x017b3763b8a034f8655d46345e3eb42555e39064,0,5,4,1,0,141505.48121955318,4.129755771828508e+16,2.0215075093688884e+16,2,291842164135.2964,0.4894980771402463,0.0
0x017b4cca058ecf79937066adf44ddfa249a620fd,1000,92,37,61,0,9.840398919881178e+16,3.020096071142303e+16,170638.26437391955,88,0.3069078901913837,5.650093916031564e-12,0.0
0x017b69d5d9325f15c278a658a619a49bdb4d6665,1000,16,13,8,0,3095624607522227.5,3094547589514339.5,3285020210945043.0,62,0.9996520837813242,1.0615510396660583,0.0
